Pfam_ID	Description
PF10259	Rogdi leucine zipper containing protein
PF10262	Rdx family
PF10263	SprT-like family
PF10266	Hereditary spastic paraplegia protein strumpellin
PF10267	Predicted transmembrane and coiled-coil 2 protein
PF10269	Transmembrane Fragile-X-F protein
PF10274	Parkin co-regulated protein
PF10275	Peptidase C65 Otubain
PF10277	Frag1/DRAM/Sfk1 family
PF10282	Lactonase, 7-bladed beta-propeller
PF10291	Muniscin C-terminal mu homology domain
PF10294	Lysine methyltransferase
PF10298	WhiA N-terminal LAGLIDADG-like domain
PF10312	Conserved mid region of cactin
PF10317	Serpentine type 7TM GPCR chemoreceptor Srd
PF10320	Serpentine type 7TM GPCR chemoreceptor Srsx
PF10323	Serpentine type 7TM GPCR chemoreceptor Srv
PF10328	Serpentine type 7TM GPCR chemoreceptor Srx
PF10350	Putative death-receptor fusion protein (DUF2428)
PF10358	N-terminal C2 in EEIG1 and EHBP1 proteins
PF10363	Required for nuclear transport of RNA pol II C-terminus 1
PF10366	Vacuolar sorting protein 39 domain 1
PF10367	Vacuolar sorting protein 39 domain 2
PF10371	Domain of unknown function
PF10372	Bacterial membrane-spanning protein N-terminus
PF10373	Est1 DNA/RNA binding domain
PF10374	Telomerase activating protein Est1
PF10377	Autophagy-related protein 11
PF10385	RNA polymerase beta subunit external 1 domain
PF10390	RNA polymerase II elongation factor ELL
PF10392	Golgi transport complex subunit 5
PF10394	Histone acetyl transferase HAT1 N-terminus
PF10396	GTP-binding protein TrmE N-terminus
PF10401	Interferon-regulatory factor 3
PF10403	Rad4 beta-hairpin domain 1
PF10404	Rad4 beta-hairpin domain 2
PF10405	Rad4 beta-hairpin domain 3
PF10409	C2 domain of PTEN tumour-suppressor protein
PF10410	DnaB-helicase binding domain of primase
PF10415	Fumarase C C-terminus
PF10417	C-terminal domain of 1-Cys peroxiredoxin
PF10418	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B
PF10423	Bacterial AMP nucleoside phosphorylase N-terminus
PF10427	Argonaute hook
PF10430	Tie-2 Ig-like domain 1
PF10431	C-terminal, D2-small domain, of ClpB protein
PF10436	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
PF10437	Bacterial lipoate protein ligase C-terminus
PF10447	Exosome component EXOSC1/CSL4
PF10455	Bin/amphiphysin/Rvs domain for vesicular trafficking
PF10456	WASP-binding domain of Sorting nexin protein
PF10458	Valyl tRNA synthetase tRNA binding arm
PF10459	Peptidase S46
PF10469	AKAP7 2'5' RNA ligase-like domain
PF10472	eIF2-alpha phosphatase phosphorylation constitutive repressor
PF10473	Leucine-rich repeats of kinetochore protein Cenp-F/LEK1
PF10475	Vacuolar-sorting protein 54, of GARP complex
PF10477	Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E
PF10484	Mitochondrial ribosomal protein S23
PF10486	Phosphoinositide 3-kinase gamma adapter protein p101 subunit
PF10488	Phosphatase-1 catalytic subunit binding region
PF10491	NLS-binding and DNA-binding and dimerisation domains of Nrf1
PF10495	Pericentrin-AKAP-450 domain of centrosomal targeting protein
PF10498	Intra-flagellar transport protein 57
PF10500	Nuclear RNA-splicing-associated protein
PF10502	Signal peptidase, peptidase S26
PF10504	Protein of unknown function (DUF2452)
PF10506	PDZ domain of MCC-2 bdg protein for Usher syndrome
PF10509	Galactokinase galactose-binding signature
PF10513	Enhancer of polycomb-like
PF10515	Beta-amyloid precursor protein C-terminus
PF10516	SHNi-TPR
PF10517	Electron transfer DM13
PF10518	TAT (twin-arginine translocation) pathway signal sequence
PF10531	SLBB domain
PF10540	Munc13 (mammalian uncoordinated) homology domain
PF10541	Nuclear envelope localisation domain
PF10551	MULE transposase domain
PF10557	Cullin protein neddylation domain
PF10559	Plug domain of Sec61p
PF10584	Proteasome subunit A N-terminal signature
PF10587	Eukaryotic elongation factor 1 beta central acidic region
PF10588	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10591	Secreted protein acidic and rich in cysteine Ca binding region
PF10596	U6-snRNA interacting domain of PrP8
PF10597	U5-snRNA binding site 2 of PrP8
PF10598	RNA recognition motif of the spliceosomal PrP8
PF10599	Retro-transposon transporting motif
PF10600	PDZ-associated domain of NMDA receptors
PF10601	LITAF-like zinc ribbon domain
PF10602	26S proteasome subunit RPN7
PF10604	Polyketide cyclase / dehydrase and lipid transport
PF10607	CTLH/CRA C-terminal to LisH motif domain
PF10608	Polyubiquitination (PEST) N-terminal domain of MAGUK
PF10609	NUBPL iron-transfer P-loop NTPase
PF10612	Spore coat protein Z
PF10613	Ligated ion channel L-glutamate- and glycine-binding site
PF10628	Outer spore coat protein E (CotE)
PF10633	NPCBM-associated, NEW3 domain of alpha-galactosidase
PF10635	DisA bacterial checkpoint controller linker region
PF10644	Misato Segment II tubulin-like domain
PF10647	Lipoprotein LpqB beta-propeller domain
PF10650	Putative zinc-finger domain
PF10660	Iron-containing outer mitochondrial membrane protein N-terminus
PF10662	Ethanolamine utilisation - propanediol utilisation
PF10672	S-adenosylmethionine-dependent methyltransferase
PF10696	Protein of unknown function (DUF2501)
PF10697	Protein of unknown function (DUF2502)
PF10722	Putative bacterial sensory transduction regulator
PF10723	Replication regulatory protein RepB
PF10776	Protein of unknown function (DUF2600)
PF10779	Haemolysin XhlA
PF10873	Cysteine and tyrosine-rich protein 1
PF10994	Protein of unknown function (DUF2817)
PF10996	Beta-Casp domain
PF11029	DAZ associated protein 2 (DAZAP2)
PF11066	Protein of unknown function (DUF2867)
PF11079	Bacterial protein YqhG of unknown function
PF11085	Conserved membrane protein YqhR
PF11101	Protein of unknown function (DUF2884)
PF11104	Type IV pilus assembly protein PilM;
PF11107	Fanconi anemia group F protein (FANCF)
PF11151	Protein of unknown function (DUF2929)
PF11198	Protein of unknown function (DUF2857)
PF11202	Phosphoribosyl transferase (PRTase)
PF11209	Protein of unknown function (DUF2993)
PF11221	Subunit 21 of Mediator complex
PF11261	Interferon regulatory factor 2-binding protein zinc finger
PF11262	Transcription factor/nuclear export subunit protein 2
PF11277	Mediator complex subunit 24 N-terminal
PF11308	Glycosyl hydrolases related to GH101 family, GH129
PF11340	Protein of unknown function (DUF3142)
PF11346	Protein of unknown function (DUF3149)
PF11365	Protein SOGA
PF11412	Disulphide bond corrector protein DsbC
PF11413	Hypoxia-inducible factor-1
PF11461	Rab interacting lysosomal protein
PF11464	Rabenosyn Rab binding domain
PF11465	Natural killer cell receptor 2B4
PF11488	Transcriptional regulatory protein LGE1
PF11490	DNA polymerase III polC-type N-terminus II
PF11495	Archaeal transcriptional regulator TrmB
PF11496	Class II histone deacetylase complex subunits 2 and 3
PF11515	Mouse development and cellular proliferation protein Cullin-7
PF11525	Copper resistance protein K
PF11527	The ARF-like 2 binding protein BART
PF11532	Heterogeneous nuclear ribonucleoprotein M
PF11559	Afadin- and alpha -actinin-Binding
PF11560	Lamina-associated polypeptide 2 alpha
PF11563	Protoglobin
PF11566	PI31 proteasome regulator N-terminal
PF11569	Homeodomain leucine-zipper encoding, Homez
PF11573	Mediator complex subunit 23
PF11594	Mediator complex subunit 28
PF11604	Copper binding periplasmic protein CusF
PF11608	Limkain b1
PF11626	TRF2-interacting telomeric protein/Rap1 - C terminal domain
PF11627	Nuclear factor hnRNPA1
PF11628	T-cell surface glycoprotein CD3 zeta chain
PF11638	DnaA N-terminal domain
PF11640	Telomere-length maintenance and DNA damage repair
PF11648	C-terminal domain of RIG-I
PF11667	Putative zincin peptidase
PF11672	zinc-finger-containing domain
PF11685	Protein of unknown function (DUF3281)
PF11698	V-ATPase subunit H
PF11700	Vacuole effluxer Atg22 like
PF11701	Myosin-binding striated muscle assembly central
PF11705	DNA-directed RNA polymerase III subunit Rpc31
PF11708	Pre-mRNA splicing Prp18-interacting factor
PF11713	Peptidase C80 family
PF11715	Nucleoporin Nup120/160
PF11717	RNA binding activity-knot of a chromodomain
PF11728	Putative aromatic acid exporter C-terminal domain
PF11732	Transcription- and export-related complex subunit
PF11734	TilS substrate C-terminal domain
PF11738	Protein of unknown function (DUF3298)
PF11741	AMIN domain
PF11758	Aureocin-like type II bacteriocin
PF11767	Histone lysine methyltransferase SET associated
PF11768	WD repeat-containing and planar cell polarity effector protein Fritz
PF11789	Zinc-finger of the MIZ type in Nse subunit
PF11795	Uncharacterized protein conserved in bacteria N-term (DUF3322)
PF11798	IMS family HHH motif
PF11799	impB/mucB/samB family C-terminal domain
PF11803	UDP-glucuronate decarboxylase N-terminal
PF11818	C-terminal domain of tail specific protease (DUF3340)
PF11819	Domain of unknown function (DUF3338)
PF11831	pre-mRNA splicing factor component
PF11835	RRM-like domain
PF11838	ERAP1-like C-terminal domain
PF11841	Domain of unknown function (DUF3361)
PF11851	Domain of unknown function (DUF3371)
PF11852	Domain of unknown function (DUF3372)
PF11864	Domain of unknown function (DUF3384)
PF11865	Domain of unknown function (DUF3385)
PF11868	Protein of unknown function (DUF3388)
PF11870	Domain of unknown function (DUF3390)
PF11873	Membrane-bound lytic murein transglycosylase C, N-terminal domain
PF11878	Domain of unknown function (DUF3398)
PF11881	C-terminal domain of SPAR protein
PF11890	Domain of unknown function (DUF3410)
PF11893	Domain of unknown function (DUF3413)
PF11898	Domain of unknown function (DUF3418)
PF11904	GPCR-chaperone
PF11914	Domain of unknown function (DUF3432)
PF11916	Vacuolar protein 14 C-terminal Fig4p binding
PF11919	Domain of unknown function (DUF3437)
PF11924	Inverse autotransporter, beta-domain
PF11928	Early growth response N-terminal domain
PF11934	Domain of unknown function (DUF3452)
PF11936	Domain of unknown function (DUF3454)
PF11938	TLR4 regulator and MIR-interacting MSAP
PF11940	Domain of unknown function (DUF3458) Ig-like fold
PF11942	Spt5 transcription elongation factor, acidic N-terminal
PF11945	WAHD domain of WASH complex
PF11954	Domain of unknown function (DUF3471)
PF11962	Peptidase_G2, IMC autoproteolytic cleavage domain
PF11969	Scavenger mRNA decapping enzyme C-term binding
PF11971	CAMSAP CH domain
PF11974	Bacterial alpha-2-macroglobulin MG3 domain
PF11975	Family 4 glycosyl hydrolase C-terminal domain
PF11976	Ubiquitin-2 like Rad60 SUMO-like
PF11977	Zc3h12a-like Ribonuclease NYN domain
PF11978	Shoulder domain
PF11979	Domain of unknown function (DUF3480)
PF11980	C-terminal domain of neuropilin glycoprotein
PF11983	Membrane-attachment and polymerisation-promoting switch
PF11987	Translation-initiation factor 2
PF12002	MgsA AAA+ ATPase C terminal
PF12004	Domain of unknown function (DUF3498)
PF12012	Domain of unknown function (DUF3504)
PF12018	Domain of unknown function
PF12022	Domain of unknown function (DUF3510)
PF12024	Domain of unknown function (DUF3512)
PF12026	Crk-Associated Substrate C-terminal domain
PF12047	Cytosine specific DNA methyltransferase replication foci domain
PF12051	Protein of unknown function (DUF3533)
PF12052	Voltage gated calcium channel subunit beta domain 4Aa N terminal
PF12053	N-terminal of Par3 and HAL proteins
PF12054	Domain of unknown function (DUF3535)
PF12057	BCL2-associated athanogene 6
PF12063	Domain of unknown function (DUF3543)
PF12066	Domain of unknown function (DUF3546)
PF12075	KN motif
PF12090	Spt20 family
PF12097	Protein of unknown function (DUF3573)
PF12102	Domain of unknown function (DUF3578)
PF12104	T cell CD4 receptor C terminal region
PF12109	CXCR4 Chemokine receptor N terminal
PF12110	Nuclear protein 96
PF12111	Polyribonucleotide phosphorylase C terminal
PF12114	Period protein 2/3C-terminal region
PF12123	N-acetylmuramoyl-l-alanine amidase
PF12129	Male germ-cell putative homeodomain transcription factor
PF12130	Bivalent Mical/EHBP Rab binding domain
PF12134	PRP8 domain IV core
PF12137	RNA polymerase recycling family C-terminal
PF12144	Eukaryotic Mediator 12 catenin-binding domain
PF12145	Eukaryotic Mediator 12 subunit domain
PF12146	Serine aminopeptidase, S33
PF12157	Protein of unknown function (DUF3591)
PF12161	HsdM N-terminal domain
PF12162	STAT1 TAZ2 binding domain
PF12169	DNA polymerase III subunits gamma and tau domain III
PF12171	Zinc-finger double-stranded RNA-binding
PF12179	I-kappa-kinase-beta NEMO binding domain
PF12185	Nup358/RanBP2 E3 ligase domain
PF12188	Signal transducer and activator of transcription 2 C terminal
PF12191	Tumour necrosis factor receptor stn_TNFRSF12A_TNFR domain
PF12202	Oxidative-stress-responsive kinase 1 C-terminal domain
PF12203	Glutamine rich N terminal domain of histone deacetylase 4
PF12205	G protein-coupled receptor kinase-interacting protein 1 C term
PF12210	Hepatocyte growth factor-regulated tyrosine kinase substrate
PF12215	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
PF12220	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF12229	Putative peptidoglycan binding domain
PF12230	Pre-mRNA splicing factor PRP21 like protein
PF12231	Rap1-interacting factor 1 N terminal
PF12235	Fragile X-related 1 protein core C terminal
PF12241	Trans-2-enoyl-CoA reductase catalytic region
PF12242	NAD(P)H binding domain of trans-2-enoyl-CoA reductase
PF12251	snRNA-activating protein of 50kDa MW C terminal
PF12255	Insecticide toxin TcdB middle/C-terminal region
PF12256	Insecticide toxin TcdB middle/N-terminal region
PF12269	CpG binding protein zinc finger C terminal domain
PF12280	Brain specific membrane anchored protein
PF12287	Cytoplasmic activation/proliferation-associated protein-1 C term
PF12301	CD99 antigen like protein 2
PF12310	Transcription factor protein N terminal
PF12316	Segment polarity protein dishevelled (Dsh) C terminal
PF12320	Type 5 capsule protein repressor C-terminal domain
PF12325	TATA element modulatory factor 1 TATA binding
PF12327	FtsZ family, C-terminal domain
PF12329	TATA element modulatory factor 1 DNA binding
PF12330	Haspin like kinase domain
PF12335	Myotubularin protein
PF12344	Ultra-violet resistance protein B
PF12347	Holliday junction regulator protein family C-terminal repeat
PF12348	CLASP N terminal
PF12349	Sterol-sensing domain of SREBP cleavage-activation
PF12353	Eukaryotic translation initiation factor 3 subunit G
PF12356	Baculoviral IAP repeat-containing protein 6
PF12371	Transmembrane protein 131-like
PF12385	Papain-like cysteine protease AvrRpt2
PF12395	Protein of unknown function
PF12397	U3 small nucleolar RNA-associated protein 10
PF12399	Branched-chain amino acid ATP-binding cassette transporter
PF12403	Paired-box protein 2 C terminal
PF12404	Peptidase
PF12414	Calcitonin gene-related peptide regulator C terminal
PF12417	Zinc finger protein
PF12419	SNF2 Helicase protein
PF12421	Fibronectin type III protein
PF12423	Kinesin protein 1B
PF12443	AT-hook-containing transcription factor
PF12448	Kinesin associated protein
PF12451	Vacuolar protein sorting protein 11 C terminal
PF12453	Protein tyrosine phosphatase N terminal
PF12457	Tuftelin interacting protein N terminal
PF12460	RNAPII transcription regulator C-terminal
PF12463	Protein of unknown function (DUF3689)
PF12465	Proteasome beta subunits C terminal
PF12468	Type III secretion system leucine rich repeat protein
PF12473	Kinesin protein
PF12474	Polo kinase kinase
PF12481	Aluminium induced protein
PF12482	Phage integrase protein
PF12485	Lymphocyte signaling adaptor protein
PF12489	Nuclear coactivator
PF12496	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2
PF12509	Protein of unknown function (DUF3715)
PF12510	Smoothelin cytoskeleton protein
PF12513	Mitochondrial degradasome RNA helicase subunit C terminal
PF12535	Hydrolase of X-linked nucleoside diphosphate N terminal
PF12547	Capicua transcriptional repressor modulator
PF12548	Sulfatase protein
PF12552	Protein of unknown function (DUF3741)
PF12567	Leukocyte receptor CD45
PF12569	NMDA receptor-regulated protein 1
PF12578	Myotubularin-associated protein
PF12589	Methyltransferase involved in Williams-Beuren syndrome
PF12597	Protein of unknown function (DUF3767)
PF12598	T-box transcription factor
PF12605	Casein kinase 1 gamma C terminal
PF12618	Protein of unknown function (DUF3776)
PF12624	N-terminal region of Chorein or VPS13
PF12627	Probable RNA and SrmB- binding site of polymerase A
PF12631	MnmE helical domain
PF12633	Adenylate cyclase NT domain
PF12639	DNase/tRNase domain of colicin-like bacteriocin
PF12641	Flavodoxin domain
PF12656	G-patch domain
PF12661	Human growth factor-like EGF
PF12662	Complement Clr-like EGF-like
PF12678	RING-H2 zinc finger domain
PF12681	Glyoxalase-like domain
PF12697	Alpha/beta hydrolase family
PF12698	ABC-2 family transporter protein
PF12701	Scd6-like Sm domain
PF12704	MacB-like periplasmic core domain
PF12705	PD-(D/E)XK nuclease superfamily
PF12706	Beta-lactamase superfamily domain
PF12708	Pectate lyase superfamily protein
PF12710	haloacid dehalogenase-like hydrolase
PF12714	TILa domain
PF12717	non-SMC mitotic condensation complex subunit 1
PF12719	Nuclear condensing complex subunits, C-term domain
PF12722	High-temperature-induced dauer-formation protein
PF12724	Flavodoxin domain
PF12727	PBP superfamily domain
PF12728	Helix-turn-helix domain
PF12733	Cadherin-like beta sandwich domain
PF12736	Cell-cycle sustaining, positive selection,
PF12738	twin BRCT domain
PF12739	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF12740	Chlorophyllase enzyme
PF12743	Oestrogen-type nuclear receptor final C-terminal
PF12752	SUZ domain
PF12755	Vacuolar 14 Fab1-binding region
PF12756	C2H2 type zinc-finger (2 copies)
PF12763	Cytoskeletal-regulatory complex EF hand
PF12765	HEAT repeat associated with sister chromatid cohesion
PF12769	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12773	Double zinc ribbon
PF12774	Hydrolytic ATP binding site of dynein motor region
PF12775	P-loop containing dynein motor region
PF12777	Microtubule-binding stalk of dynein motor
PF12780	P-loop containing dynein motor region D4
PF12781	ATP-binding dynein motor region
PF12783	Guanine nucleotide exchange factor in Golgi transport N-terminal
PF12793	Sugar transport-related sRNA regulator N-term
PF12794	Mechanosensitive ion channel inner membrane domain 1
PF12795	Mechanosensitive ion channel porin domain
PF12796	Ankyrin repeats (3 copies)
PF12797	4Fe-4S binding domain
PF12799	Leucine Rich repeats (2 copies)
PF12800	4Fe-4S binding domain
PF12802	MarR family
PF12804	MobA-like NTP transferase domain
PF12805	FUSC-like inner membrane protein yccS
PF12807	Translation initiation factor eIF3 subunit 135
PF12813	XPG domain containing
PF12814	Meiotic cell cortex C-terminal pleckstrin homology
PF12824	Mitochondrial ribosomal protein subunit L20
PF12826	Helix-hairpin-helix motif
PF12830	Sister chromatid cohesion C-terminus
PF12831	FAD dependent oxidoreductase
PF12832	MFS_1 like family
PF12833	Helix-turn-helix domain
PF12836	Helix-hairpin-helix motif
PF12837	4Fe-4S binding domain
PF12838	4Fe-4S dicluster domain
PF12842	Domain of unknown function (DUF3819)
PF12844	Helix-turn-helix domain
PF12845	TBD domain
PF12846	AAA-like domain
PF12847	Methyltransferase domain
PF12848	ABC transporter
PF12849	PBP superfamily domain
PF12850	Calcineurin-like phosphoesterase superfamily domain
PF12851	Oxygenase domain of the 2OGFeDO superfamily
PF12854	PPR repeat
PF12860	PAS fold
PF12867	DinB superfamily
PF12874	Zinc-finger of C2H2 type
PF12881	NUT protein
PF12890	Dihydro-orotase-like
PF12894	Anaphase-promoting complex subunit 4 WD40 domain
PF12895	Anaphase-promoting complex, cyclosome, subunit 3
PF12901	SUZ-C motif
PF12911	N-terminal TM domain of oligopeptide transport permease C
PF12915	Protein of unknown function (DUF3833)
PF12922	non-SMC mitotic condensation complex subunit 1, N-term
PF12924	Copper-binding of amyloid precursor, CuBD
PF12925	E2 domain of amyloid precursor protein
PF12936	KRI1-like family C-terminal
PF12937	F-box-like
PF12938	M domain of GW182
PF12946	MSP1 EGF domain 1
PF12947	EGF domain
PF12974	ABC transporter, phosphonate, periplasmic substrate-binding protein
PF12998	Inhibitor of growth proteins N-terminal histone-binding
PF12999	Glucosidase II beta subunit-like
PF13000	Acetyl-coenzyme A transporter 1
PF13001	Proteasome stabiliser
PF13012	Maintenance of mitochondrial structure and function
PF13015	Glucosidase II beta subunit-like protein
PF13018	Extended Signal Peptide of Type V secretion system
PF13031	Protein of unknown function (DUF3892)
PF13037	Domain of unknown function (DUF3898)
PF13039	Protein of unknown function (DUF3900)
PF13041	PPR repeat family
PF13055	Protein of unknown function (DUF3917)
PF13083	KH domain
PF13085	2Fe-2S iron-sulfur cluster binding domain
PF13086	AAA domain
PF13087	AAA domain
PF13088	BNR repeat-like domain
PF13089	Polyphosphate kinase N-terminal domain
PF13090	Polyphosphate kinase C-terminal domain 2
PF13091	PLD-like domain
PF13098	Thioredoxin-like domain
PF13112	Protein of unknown function (DUF3965)
PF13115	YtkA-like
PF13116	Protein of unknown function
PF13139	Domain of unknown function (DUF3981)
PF13142	Domain of unknown function (DUF3960)
PF13145	PPIC-type PPIASE domain
PF13152	Protein of unknown function (DUF3967)
PF13155	Toprim-like
PF13166	AAA domain
PF13167	GTP-binding GTPase N-terminal
PF13173	AAA domain
PF13174	Tetratricopeptide repeat
PF13175	AAA ATPase domain
PF13176	Tetratricopeptide repeat
PF13177	DNA polymerase III, delta subunit
PF13180	PDZ domain
PF13181	Tetratricopeptide repeat
PF13183	4Fe-4S dicluster domain
PF13184	NusA-like KH domain
PF13185	GAF domain
PF13187	4Fe-4S dicluster domain
PF13189	Cytidylate kinase-like family
PF13191	AAA ATPase domain
PF13193	AMP-binding enzyme C-terminal domain
PF13202	EF hand
PF13207	AAA domain
PF13208	TerB N-terminal domain
PF13218	Protein of unknown function (DUF4026)
PF13226	Domain of unknown function (DUF4034)
PF13228	Domain of unknown function (DUF4037)
PF13229	Right handed beta helix region
PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase
PF13234	rRNA-processing arch domain
PF13236	Clustered mitochondria
PF13237	4Fe-4S dicluster domain
PF13238	AAA domain
PF13241	Putative NAD(P)-binding
PF13242	HAD-hyrolase-like
PF13243	Squalene-hopene cyclase C-terminal domain
PF13245	AAA domain
PF13246	Cation transport ATPase (P-type)
PF13247	4Fe-4S dicluster domain
PF13281	Domain of unknown function (DUF4071)
PF13286	Phosphohydrolase-associated domain
PF13291	ACT domain
PF13292	1-deoxy-D-xylulose-5-phosphate synthase
PF13295	Domain of unknown function (DUF4077)
PF13296	Putative type VI secretion system Rhs element Vgr
PF13299	Cleavage and polyadenylation factor 2 C-terminal
PF13302	Acetyltransferase (GNAT) domain
PF13304	AAA domain, putative AbiEii toxin, Type IV TA system
PF13305	Tetracyclin repressor-like, C-terminal domain
PF13306	BspA type Leucine rich repeat region (6 copies)
PF13307	Helicase C-terminal domain
PF13316	Protein of unknown function (DUF4087)
PF13324	Grap2 and cyclin-D-interacting
PF13325	N-terminal region of micro-spherule protein
PF13328	HD domain
PF13332	Hemagglutinin repeat
PF13335	Magnesium chelatase, subunit ChlI C-terminal
PF13336	Acetyl-CoA hydrolase/transferase C-terminal domain
PF13339	Apoptosis antagonizing transcription factor
PF13343	Bacterial extracellular solute-binding protein
PF13344	Haloacid dehalogenase-like hydrolase
PF13347	MFS/sugar transport protein
PF13350	Tyrosine phosphatase family
PF13353	4Fe-4S single cluster domain
PF13354	Beta-lactamase enzyme family
PF13356	Arm DNA-binding domain
PF13358	DDE superfamily endonuclease
PF13360	PQQ-like domain
PF13361	UvrD-like helicase C-terminal domain
PF13362	Toprim domain
PF13365	Trypsin-like peptidase domain
PF13369	Transglutaminase-like superfamily
PF13370	4Fe-4S single cluster domain of Ferredoxin I
PF13371	Tetratricopeptide repeat
PF13374	Tetratricopeptide repeat
PF13375	RnfC Barrel sandwich hybrid domain
PF13377	Periplasmic binding protein-like domain
PF13378	Enolase C-terminal domain-like
PF13379	NMT1-like family
PF13380	CoA binding domain
PF13384	Homeodomain-like domain
PF13385	Concanavalin A-like lectin/glucanases superfamily
PF13386	Cytochrome C biogenesis protein transmembrane region
PF13393	Histidyl-tRNA synthetase
PF13394	4Fe-4S single cluster domain
PF13396	Phospholipase_D-nuclease N-terminal
PF13401	AAA domain
PF13402	Peptidase M60, enhancin and enhancin-like
PF13404	AsnC-type helix-turn-helix domain
PF13405	EF-hand domain
PF13407	Periplasmic binding protein domain
PF13409	Glutathione S-transferase, N-terminal domain
PF13410	Glutathione S-transferase, C-terminal domain
PF13411	MerR HTH family regulatory protein
PF13412	Winged helix-turn-helix DNA-binding
PF13414	TPR repeat
PF13415	Galactose oxidase, central domain
PF13416	Bacterial extracellular solute-binding protein
PF13417	Glutathione S-transferase, N-terminal domain
PF13418	Galactose oxidase, central domain
PF13419	Haloacid dehalogenase-like hydrolase
PF13420	Acetyltransferase (GNAT) domain
PF13423	Ubiquitin carboxyl-terminal hydrolase
PF13424	Tetratricopeptide repeat
PF13425	O-antigen ligase like membrane protein
PF13426	PAS domain
PF13428	Tetratricopeptide repeat
PF13429	Tetratricopeptide repeat
PF13431	Tetratricopeptide repeat
PF13432	Tetratricopeptide repeat
PF13433	Periplasmic binding protein domain
PF13434	L-lysine 6-monooxygenase (NADPH-requiring)
PF13437	HlyD family secretion protein
PF13439	Glycosyltransferase Family 4
PF13440	Polysaccharide biosynthesis protein
PF13443	Cro/C1-type HTH DNA-binding domain
PF13445	RING-type zinc-finger
PF13449	Esterase-like activity of phytase
PF13450	NAD(P)-binding Rossmann-like domain
PF13451	Probable zinc-ribbon domain
PF13452	N-terminal half of MaoC dehydratase
PF13458	Periplasmic binding protein
PF13459	4Fe-4S single cluster domain
PF13460	NAD(P)H-binding
PF13462	Thioredoxin
PF13463	Winged helix DNA-binding domain
PF13465	Zinc-finger double domain
PF13468	Glyoxalase-like domain
PF13469	Sulfotransferase family
PF13473	Cupredoxin-like domain
PF13476	AAA domain
PF13477	Glycosyl transferase 4-like
PF13479	AAA domain
PF13480	Acetyltransferase (GNAT) domain
PF13481	AAA domain
PF13483	Beta-lactamase superfamily domain
PF13484	4Fe-4S double cluster binding domain
PF13489	Methyltransferase domain
PF13491	4TM region of DNA translocase FtsK/SpoIIIE
PF13492	GAF domain
PF13493	Domain of unknown function (DUF4118)
PF13495	Phage integrase, N-terminal SAM-like domain
PF13499	EF-hand domain pair
PF13500	AAA domain
PF13502	AsmA-like C-terminal region
PF13505	Outer membrane protein beta-barrel domain
PF13506	Glycosyl transferase family 21
PF13507	CobB/CobQ-like glutamine amidotransferase domain
PF13508	Acetyltransferase (GNAT) domain
PF13510	2Fe-2S iron-sulfur cluster binding domain
PF13513	HEAT-like repeat
PF13514	AAA domain
PF13515	Fusaric acid resistance protein-like
PF13516	Leucine Rich repeat
PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella
PF13518	Helix-turn-helix domain
PF13519	von Willebrand factor type A domain
PF13520	Amino acid permease
PF13521	AAA domain
PF13522	Glutamine amidotransferase domain
PF13523	Acetyltransferase (GNAT) domain
PF13524	Glycosyl transferases group 1
PF13527	Acetyltransferase (GNAT) domain
PF13529	Peptidase_C39 like family
PF13531	Bacterial extracellular solute-binding protein
PF13533	Biotin-lipoyl like
PF13534	4Fe-4S dicluster domain
PF13535	ATP-grasp domain
PF13537	Glutamine amidotransferase domain
PF13538	UvrD-like helicase C-terminal domain
PF13539	D-alanyl-D-alanine carboxypeptidase
PF13540	Regulator of chromosome condensation (RCC1) repeat
PF13541	Subunit ChlI of Mg-chelatase
PF13543	SAM like domain present in kinase suppressor RAS 1
PF13549	ATP-grasp domain
PF13550	Putative phage tail protein
PF13551	Winged helix-turn helix
PF13553	Function to find
PF13555	P-loop containing region of AAA domain
PF13556	PucR C-terminal helix-turn-helix domain
PF13558	Putative exonuclease SbcCD, C subunit
PF13561	Enoyl-(Acyl carrier protein) reductase
PF13563	2'-5' RNA ligase superfamily
PF13565	Homeodomain-like domain
PF13567	Domain of unknown function (DUF4131)
PF13570	PQQ-like domain
PF13574	Metallo-peptidase family M12B Reprolysin-like
PF13576	Pentapeptide repeats (9 copies)
PF13578	Methyltransferase domain
PF13579	Glycosyl transferase 4-like domain
PF13580	SIS domain
PF13581	Histidine kinase-like ATPase domain
PF13582	Metallo-peptidase family M12B Reprolysin-like
PF13583	Metallo-peptidase family M12B Reprolysin-like
PF13584	Oxygen tolerance
PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF13597	Anaerobic ribonucleoside-triphosphate reductase
