Entry	Query	Entry name	Organism	Organism ID	Length	Status
A0A384K9G2	Q7CHB5	A0A384K9G2_YERPE	Yersinia pestis	632	468	unreviewed
A0A384LJ89	Q7CG09	A0A384LJ89_YERPE	Yersinia pestis	632	378	unreviewed
A0A0H2W080	Q7CFV7	A0A0H2W080_YERPE	Yersinia pestis	632	328	unreviewed
Q7CIP6	Q7CIP6	Q7CIP6_YERPE	Yersinia pestis	632	112	unreviewed
Q8CLT1	Q8CLT1	Q8CLT1_YERPE	Yersinia pestis	632	448	unreviewed
Q8CZV1	Q8CZV1	Q8CZV1_YERPE	Yersinia pestis	632	191	unreviewed
A0A0H2W2I7	Q7CHN0	A0A0H2W2I7_YERPE	Yersinia pestis	632	450	unreviewed
A0A1J9V906	Q81ZE3	A0A1J9V906_BACAN	Bacillus anthracis	1392	455	unreviewed
A0A0F7RJQ2	Q81R97	A0A0F7RJQ2_BACAN	Bacillus anthracis	1392	533	unreviewed
A0A0F7RA37	Q81XU9	A0A0F7RA37_BACAN	Bacillus anthracis	1392	252	unreviewed
A0A1Q4M130	Q81RQ2	A0A1Q4M130_BACAN	Bacillus anthracis	1392	204	unreviewed
A0A0F7R9X6	Q81XA6	A0A0F7R9X6_BACAN	Bacillus anthracis	1392	808	unreviewed
Q81UC9	Q81UC9	Q81UC9_BACAN	Bacillus anthracis	1392	88	unreviewed
A0A0F7R8F5	Q81XX8	A0A0F7R8F5_BACAN	Bacillus anthracis	1392	403	unreviewed
Q81WX2	Q81WX2	Q81WX2_BACAN	Bacillus anthracis	1392	478	unreviewed
A0A0F7R5Y3	Q81L45	A0A0F7R5Y3_BACAN	Bacillus anthracis	1392	885	unreviewed
A0A1S0QN45	Q81R09	A0A1S0QN45_BACAN	Bacillus anthracis	1392	633	unreviewed
A0A1J9W864	Q81TU8	A0A1J9W864_BACAN	Bacillus anthracis	1392	488	unreviewed
A0A2P0HHP2	A0A2P0HHP2	A0A2P0HHP2_BACAN	Bacillus anthracis	1392	2113	unreviewed
Q81NM4	Q81NM4	Q81NM4_BACAN	Bacillus anthracis	1392	546	unreviewed
A0A1Q4M2X2	Q81TT5	A0A1Q4M2X2_BACAN	Bacillus anthracis	1392	59	unreviewed
Q81T40	Q81T40	Q81T40_BACAN	Bacillus anthracis	1392	417	unreviewed
A0A1J9WT69	Q81LC3	A0A1J9WT69_BACAN	Bacillus anthracis	1392	138	unreviewed
Q81V65	Q81V65	Q81V65_BACAN	Bacillus anthracis	1392	500	unreviewed
A0A1V4BKN1	Q81KQ8	A0A1V4BKN1_BACAN	Bacillus anthracis	1392	170	unreviewed
A0A1J9WIV5	Q81WE3	A0A1J9WIV5_BACAN	Bacillus anthracis	1392	168	unreviewed
Q81WA0	Q81WA0	Q81WA0_BACAN	Bacillus anthracis	1392	959	unreviewed
Q81X85	Q81X85	Q81X85_BACAN	Bacillus anthracis	1392	109	unreviewed
Q81S71	Q81S71	Q81S71_BACAN	Bacillus anthracis	1392	479	unreviewed
A0A0F7RHU0	Q81Z00	A0A0F7RHU0_BACAN	Bacillus anthracis	1392	1311	unreviewed
A0A0F7RH65	Q81QA2	A0A0F7RH65_BACAN	Bacillus anthracis	1392	492	unreviewed
A0A1J9WIU5	Q81LU5	A0A1J9WIU5_BACAN	Bacillus anthracis	1392	373	unreviewed
Q81MH9	Q81MH9	Q81MH9_BACAN	Bacillus anthracis	1392	687	unreviewed
A0A1V4BJ25	Q81LD1	A0A1V4BJ25_BACAN	Bacillus anthracis	1392	327	unreviewed
A0A1S0QXZ2	Q81JI8	A0A1S0QXZ2_BACAN	Bacillus anthracis	1392	453	unreviewed
A0A0F7RL87	Q81SR6	A0A0F7RL87_BACAN	Bacillus anthracis	1392	159	unreviewed
A0A0F7RDJ1	Q81RY3	A0A0F7RDJ1_BACAN	Bacillus anthracis	1392	551	unreviewed
Q81MX7	Q81MX7	Q81MX7_BACAN	Bacillus anthracis	1392	742	unreviewed
A0A1V4B7Z1	Q81JY7	A0A1V4B7Z1_BACAN	Bacillus anthracis	1392	84	unreviewed
Q81UK8	Q81UK8	Q81UK8_BACAN	Bacillus anthracis	1392	486	unreviewed
A0A0F7RAZ8	Q81XB4	A0A0F7RAZ8_BACAN	Bacillus anthracis	1392	321	unreviewed
A0A0F7RC58	Q81KL3	A0A0F7RC58_BACAN	Bacillus anthracis	1392	747	unreviewed
A0A0F7R3Y0	Q81VF6	A0A0F7R3Y0_BACAN	Bacillus anthracis	1392	389	unreviewed
Q81N50	Q81N50	Q81N50_BACAN	Bacillus anthracis	1392	595	unreviewed
A0A0F7RG01	Q81S35	A0A0F7RG01_BACAN	Bacillus anthracis	1392	317	unreviewed
A0A1Q4M751	Q81MQ6	A0A1Q4M751_BACAN	Bacillus anthracis	1392	555	unreviewed
Q81U00	Q81U00	Q81U00_BACAN	Bacillus anthracis	1392	2224	unreviewed
Q81JL8	Q81JL8	Q81JL8_BACAN	Bacillus anthracis	1392	1038	unreviewed
A0A0F7RCR3	Q81L77	A0A0F7RCR3_BACAN	Bacillus anthracis	1392	597	unreviewed
A0A0F7R5R3	Q81X84	A0A0F7R5R3_BACAN	Bacillus anthracis	1392	436	unreviewed
A0A1Q4M1E7	Q81RN3	A0A1Q4M1E7_BACAN	Bacillus anthracis	1392	660	unreviewed
A0A0J1HQ93	Q81X74	A0A0J1HQ93_BACAN	Bacillus anthracis	1392	334	unreviewed
A0A1Q4M829	Q81WX8	A0A1Q4M829_BACAN	Bacillus anthracis	1392	423	unreviewed
A0A0F7RLJ7	Q81UJ7	A0A0F7RLJ7_BACAN	Bacillus anthracis	1392	969	unreviewed
A0A1J9X0X4	Q6KRG0	A0A1J9X0X4_BACAN	Bacillus anthracis	1392	657	unreviewed
A0A1J9WG58	Q81UL0	A0A1J9WG58_BACAN	Bacillus anthracis	1392	67	unreviewed
A0A0F7R7N1	Q81LC0	A0A0F7R7N1_BACAN	Bacillus anthracis	1392	557	unreviewed
A0A0F7RHF8	Q81QP7	A0A0F7RHF8_BACAN	Bacillus anthracis	1392	2385	unreviewed
A0A1Q4M6S3	Q81MC5	A0A1Q4M6S3_BACAN	Bacillus anthracis	1392	332	unreviewed
Q81Z75	Q81Z75	Q81Z75_BACAN	Bacillus anthracis	1392	257	unreviewed
A0A0F7RDP4	Q81WD3	A0A0F7RDP4_BACAN	Bacillus anthracis	1392	433	unreviewed
Q81YC1	Q81YC1	Q81YC1_BACAN	Bacillus anthracis	1392	979	unreviewed
A0A1J9VGG3	Q81WQ0	A0A1J9VGG3_BACAN	Bacillus anthracis	1392	261	unreviewed
A0A0J1I3K1	Q81UR5	A0A0J1I3K1_BACAN	Bacillus anthracis	1392	391	unreviewed
A0A1J9VSV5	Q81VX9	A0A1J9VSV5_BACAN	Bacillus anthracis	1392	160	unreviewed
A0A0J1HQJ7	Q81JP0	A0A0J1HQJ7_BACAN	Bacillus anthracis	1392	274	unreviewed
Q81JE2	Q81JE2	Q81JE2_BACAN	Bacillus anthracis	1392	1311	unreviewed
Q81SF2	Q81SF2	Q81SF2_BACAN	Bacillus anthracis	1392	287	unreviewed
A0A1Q4LYL9	Q81X21	A0A1Q4LYL9_BACAN	Bacillus anthracis	1392	104	unreviewed
A0A0F7RGQ4	Q81NK5	A0A0F7RGQ4_BACAN	Bacillus anthracis	1392	294	unreviewed
A0A1J9WQB9	Q81X70	A0A1J9WQB9_BACAN	Bacillus anthracis	1392	68	unreviewed
A0A0F7RM87	Q81V32	A0A0F7RM87_BACAN	Bacillus anthracis	1392	799	unreviewed
A0A0J1I2D8	Q81TM9	A0A0J1I2D8_BACAN	Bacillus anthracis	1392	243	unreviewed
A0A1Q4M450	Q81SE5	A0A1Q4M450_BACAN	Bacillus anthracis	1392	348	unreviewed
A0A0J1KJE1	Q81SE9	A0A0J1KJE1_BACAN	Bacillus anthracis	1392	106	unreviewed
Q81NR1	Q81NR1	Q81NR1_BACAN	Bacillus anthracis	1392	868	unreviewed
Q81LN0	Q81LN0	Q81LN0_BACAN	Bacillus anthracis	1392	917	unreviewed
Q6F051	Q6F051	Q6F051_BACAN	Bacillus anthracis	1392	60	unreviewed
Q81U13	Q81U13	Q81U13_BACAN	Bacillus anthracis	1392	869	unreviewed
Q81SZ0	Q81SZ0	Q81SZ0_BACAN	Bacillus anthracis	1392	82	unreviewed
A0A0F7REA7	Q81Y98	A0A0F7REA7_BACAN	Bacillus anthracis	1392	654	unreviewed
A0A1J9VHM6	Q81JH6	A0A1J9VHM6_BACAN	Bacillus anthracis	1392	253	unreviewed
A0A1J9VQC3	Q81X12	A0A1J9VQC3_BACAN	Bacillus anthracis	1392	891	unreviewed
A0A0F7R6J5	Q81XT1	A0A0F7R6J5_BACAN	Bacillus anthracis	1392	247	unreviewed
A0A0F7RAJ9	Q81WY2	A0A0F7RAJ9_BACAN	Bacillus anthracis	1392	642	unreviewed
A0A0F7RGK0	Q81UG6	A0A0F7RGK0_BACAN	Bacillus anthracis	1392	528	unreviewed
A0A1S0QSU5	Q81ME1	A0A1S0QSU5_BACAN	Bacillus anthracis	1392	273	unreviewed
A0A1J9VNL2	Q81X62	A0A1J9VNL2_BACAN	Bacillus anthracis	1392	82	unreviewed
A0A0F7RI22	Q81R98	A0A0F7RI22_BACAN	Bacillus anthracis	1392	279	unreviewed
A0A1J9WVL8	Q81X48	A0A1J9WVL8_BACAN	Bacillus anthracis	1392	958	unreviewed
Q81RH2	Q81RH2	Q81RH2_BACAN	Bacillus anthracis	1392	142	unreviewed
A0A2B6C7G8	Q81LA5	A0A2B6C7G8_BACAN	Bacillus anthracis	1392	212	unreviewed
A0A0F7RLP7	Q81UJ3	A0A0F7RLP7_BACAN	Bacillus anthracis	1392	518	unreviewed
A0A1T3URR1	Q81VL5	A0A1T3URR1_BACAN	Bacillus anthracis	1392	416	unreviewed
A0A0J1HW79	Q81KW2	A0A0J1HW79_BACAN	Bacillus anthracis	1392	152	unreviewed
Q81R13	Q81R13	Q81R13_BACAN	Bacillus anthracis	1392	282	unreviewed
Q81Z36	Q81Z36	Q81Z36_BACAN	Bacillus anthracis	1392	247	unreviewed
A0A0J1HTV1	Q81JV5	A0A0J1HTV1_BACAN	Bacillus anthracis	1392	393	unreviewed
Q81XF5	Q81XF5	Q81XF5_BACAN	Bacillus anthracis	1392	547	unreviewed
Q6F011	Q6F011	Q6F011_BACAN	Bacillus anthracis	1392	194	unreviewed
Q81SE4	Q81SE4	Q81SE4_BACAN	Bacillus anthracis	1392	688	unreviewed
A0A1Q4MB94	Q81VM1	A0A1Q4MB94_BACAN	Bacillus anthracis	1392	270	unreviewed
A0A0F7RCN9	Q81ML4	A0A0F7RCN9_BACAN	Bacillus anthracis	1392	169	unreviewed
A0A0F7RFJ5	Q81TK5	A0A0F7RFJ5_BACAN	Bacillus anthracis	1392	513	unreviewed
A0A2A8KPE5	Q81XS6	A0A2A8KPE5_BACAN	Bacillus anthracis	1392	201	unreviewed
Q81U20	Q81U20	Q81U20_BACAN	Bacillus anthracis	1392	450	unreviewed
A0A0J1HNX0	Q81QI2	A0A0J1HNX0_BACAN	Bacillus anthracis	1392	584	unreviewed
A0A0J1KRC6	Q81MM5	A0A0J1KRC6_BACAN	Bacillus anthracis	1392	249	unreviewed
Q81K32	Q81K32	Q81K32_BACAN	Bacillus anthracis	1392	371	unreviewed
A0A0F7RGP8	Q81NJ0	A0A0F7RGP8_BACAN	Bacillus anthracis	1392	566	unreviewed
A0A0J1HLG4	Q81LE2	A0A0J1HLG4_BACAN	Bacillus anthracis	1392	265	unreviewed
A0A0F7R6B1	Q81LF4	A0A0F7R6B1_BACAN	Bacillus anthracis	1392	638	unreviewed
A0A0F7R778	Q81KS5	A0A0F7R778_BACAN	Bacillus anthracis	1392	572	unreviewed
Q81N22	Q81N22	Q81N22_BACAN	Bacillus anthracis	1392	202	unreviewed
Q81JU4	Q81JU4	Q81JU4_BACAN	Bacillus anthracis	1392	264	unreviewed
Q81KK8	Q81KK8	Q81KK8_BACAN	Bacillus anthracis	1392	247	unreviewed
A0A0F7RJW0	Q81SI6	A0A0F7RJW0_BACAN	Bacillus anthracis	1392	450	unreviewed
A0A0F7RGR8	Q81SP4	A0A0F7RGR8_BACAN	Bacillus anthracis	1392	383	unreviewed
A0A1J9X835	Q81P37	A0A1J9X835_BACAN	Bacillus anthracis	1392	260	unreviewed
A0A0F7REF0	Q81YC4	A0A0F7REF0_BACAN	Bacillus anthracis	1392	265	unreviewed
A0A0J1I2J8	Q81TT3	A0A0J1I2J8_BACAN	Bacillus anthracis	1392	60	unreviewed
A0A0F7RKH7	Q81S01	A0A0F7RKH7_BACAN	Bacillus anthracis	1392	431	unreviewed
Q6KMJ2	Q6KMJ2	Q6KMJ2_BACAN	Bacillus anthracis	1392	373	unreviewed
Q81V44	Q81V44	Q81V44_BACAN	Bacillus anthracis	1392	301	unreviewed
A0A0F7R9D2	Q81W65	A0A0F7R9D2_BACAN	Bacillus anthracis	1392	84	unreviewed
A0A0F7RFB0	Q81NG1	A0A0F7RFB0_BACAN	Bacillus anthracis	1392	331	unreviewed
A0A1S0QQW6	Q81W05	A0A1S0QQW6_BACAN	Bacillus anthracis	1392	291	unreviewed
A0A0F7RBH1	Q81LD4	A0A0F7RBH1_BACAN	Bacillus anthracis	1392	433	unreviewed
A0A0F7RIG7	Q81R82	A0A0F7RIG7_BACAN	Bacillus anthracis	1392	258	unreviewed
A0A0F7RHK0	Q81QS2	A0A0F7RHK0_BACAN	Bacillus anthracis	1392	381	unreviewed
A0A0J1KEN4	Q81MK7	A0A0J1KEN4_BACAN	Bacillus anthracis	1392	391	unreviewed
Q81QQ0	Q81QQ0	Q81QQ0_BACAN	Bacillus anthracis	1392	399	unreviewed
Q81V99	Q81V99	Q81V99_BACAN	Bacillus anthracis	1392	566	unreviewed
A0A0J1HQ70	Q81X58	A0A0J1HQ70_BACAN	Bacillus anthracis	1392	152	unreviewed
A0A1J9VQ05	Q81SC4	A0A1J9VQ05_BACAN	Bacillus anthracis	1392	556	unreviewed
A0A1Q4M0G4	Q81R29	A0A1Q4M0G4_BACAN	Bacillus anthracis	1392	195	unreviewed
A0A0F7RJK8	Q81YZ4	A0A0F7RJK8_BACAN	Bacillus anthracis	1392	79	unreviewed
A0A0F7RLM5	Q81UE4	A0A0F7RLM5_BACAN	Bacillus anthracis	1392	286	unreviewed
Q81VY7	Q81VY7	Q81VY7_BACAN	Bacillus anthracis	1392	1176	unreviewed
A0A0F7RLF6	Q81UE9	A0A0F7RLF6_BACAN	Bacillus anthracis	1392	815	unreviewed
A0A1J9UYI5	Q81TH2	A0A1J9UYI5_BACAN	Bacillus anthracis	1392	138	unreviewed
Q81S70	Q81S70	Q81S70_BACAN	Bacillus anthracis	1392	577	unreviewed
A0A0F7RAJ7	Q81YA7	A0A0F7RAJ7_BACAN	Bacillus anthracis	1392	345	unreviewed
Q81N73	Q81N73	Q81N73_BACAN	Bacillus anthracis	1392	138	unreviewed
A0A0F7RA18	Q81NH9	A0A0F7RA18_BACAN	Bacillus anthracis	1392	691	unreviewed
A0A0F7RL82	Q81TY3	A0A0F7RL82_BACAN	Bacillus anthracis	1392	580	unreviewed
A0A0F7RHG8	Q81Q81	A0A0F7RHG8_BACAN	Bacillus anthracis	1392	513	unreviewed
Q81XX9	Q81XX9	Q81XX9_BACAN	Bacillus anthracis	1392	194	unreviewed
Q81VW1	Q81VW1	Q81VW1_BACAN	Bacillus anthracis	1392	182	unreviewed
A0A0J1HS73	Q81K96	A0A0J1HS73_BACAN	Bacillus anthracis	1392	272	unreviewed
A0A1T3V0I5	Q81V61	A0A1T3V0I5_BACAN	Bacillus anthracis	1392	243	unreviewed
A0A0F7RKM4	Q81S59	A0A0F7RKM4_BACAN	Bacillus anthracis	1392	541	unreviewed
A0A1Q4LYX8	Q81PH4	A0A1Q4LYX8_BACAN	Bacillus anthracis	1392	494	unreviewed
A0A0F7RC41	Q81KJ6	A0A0F7RC41_BACAN	Bacillus anthracis	1392	319	unreviewed
A0A0F7REA8	Q81W39	A0A0F7REA8_BACAN	Bacillus anthracis	1392	192	unreviewed
Q81T17	Q81T17	Q81T17_BACAN	Bacillus anthracis	1392	673	unreviewed
A0A1J9WFL1	Q81RR3	A0A1J9WFL1_BACAN	Bacillus anthracis	1392	273	unreviewed
A0A0F7RGT7	Q81PQ4	A0A0F7RGT7_BACAN	Bacillus anthracis	1392	446	unreviewed
A0A1Q4M8R7	Q81YD6	A0A1Q4M8R7_BACAN	Bacillus anthracis	1392	313	unreviewed
A0A0F7RI60	Q81PW2	A0A0F7RI60_BACAN	Bacillus anthracis	1392	402	unreviewed
Q81Y15	Q81Y15	Q81Y15_BACAN	Bacillus anthracis	1392	666	unreviewed
A0A0J1HY18	Q81LT6	A0A0J1HY18_BACAN	Bacillus anthracis	1392	132	unreviewed
A0A0F7RJB0	Q81YS3	A0A0F7RJB0_BACAN	Bacillus anthracis	1392	536	unreviewed
A0A1T3UU99	Q81VG5	A0A1T3UU99_BACAN	Bacillus anthracis	1392	318	unreviewed
Q81VX8	Q81VX8	Q81VX8_BACAN	Bacillus anthracis	1392	792	unreviewed
Q81Y09	Q81Y09	Q81Y09_BACAN	Bacillus anthracis	1392	312	unreviewed
A0A1Q4M4T3	Q81KC6	A0A1Q4M4T3_BACAN	Bacillus anthracis	1392	300	unreviewed
A0A1J9WM55	Q81LT3	A0A1J9WM55_BACAN	Bacillus anthracis	1392	714	unreviewed
A0A1J9VUS2	Q81TN3	A0A1J9VUS2_BACAN	Bacillus anthracis	1392	156	unreviewed
Q81UL6	Q81UL6	Q81UL6_BACAN	Bacillus anthracis	1392	479	unreviewed
Q81Y52	Q81Y52	Q81Y52_BACAN	Bacillus anthracis	1392	492	unreviewed
A0A0F7RCH9	Q81NX1	A0A0F7RCH9_BACAN	Bacillus anthracis	1392	340	unreviewed
A0A0J1HZ47	Q81TI7	A0A0J1HZ47_BACAN	Bacillus anthracis	1392	75	unreviewed
Q81QV1	Q81QV1	Q81QV1_BACAN	Bacillus anthracis	1392	401	unreviewed
A0A0F7RG55	Q81MY1	A0A0F7RG55_BACAN	Bacillus anthracis	1392	335	unreviewed
A0A1V4B8A9	Q81ZE2	A0A1V4B8A9_BACAN	Bacillus anthracis	1392	483	unreviewed
A0A1J9WLW3	Q81LJ3	A0A1J9WLW3_BACAN	Bacillus anthracis	1392	219	unreviewed
A0A0F7RI04	Q81PR7	A0A0F7RI04_BACAN	Bacillus anthracis	1392	434	unreviewed
Q81QQ9	Q81QQ9	Q81QQ9_BACAN	Bacillus anthracis	1392	1029	unreviewed
A0A0F7RL03	Q81SL8	A0A0F7RL03_BACAN	Bacillus anthracis	1392	242	unreviewed
Q81VL8	Q81VL8	Q81VL8_BACAN	Bacillus anthracis	1392	471	unreviewed
Q81MX3	Q81MX3	Q81MX3_BACAN	Bacillus anthracis	1392	404	unreviewed
A0A0F7RJG7	Q81S56	A0A0F7RJG7_BACAN	Bacillus anthracis	1392	459	unreviewed
A0A0F7RDH0	Q81WW2	A0A0F7RDH0_BACAN	Bacillus anthracis	1392	464	unreviewed
A0A0F7RD30	Q81RJ7	A0A0F7RD30_BACAN	Bacillus anthracis	1392	205	unreviewed
A0A0F7RC19	Q81LW5	A0A0F7RC19_BACAN	Bacillus anthracis	1392	288	unreviewed
A0A0F7RH87	Q81QB9	A0A0F7RH87_BACAN	Bacillus anthracis	1392	426	unreviewed
A0A1J9VWJ6	Q81VN9	A0A1J9VWJ6_BACAN	Bacillus anthracis	1392	273	unreviewed
Q81PH5	Q81PH5	Q81PH5_BACAN	Bacillus anthracis	1392	496	unreviewed
Q81Q28	Q81Q28	Q81Q28_BACAN	Bacillus anthracis	1392	229	unreviewed
A0A0F7RF59	Q81T33	A0A0F7RF59_BACAN	Bacillus anthracis	1392	351	unreviewed
A0A0F7R4N0	Q81XC2	A0A0F7R4N0_BACAN	Bacillus anthracis	1392	352	unreviewed
A0A1J9WQX5	Q81JS9	A0A1J9WQX5_BACAN	Bacillus anthracis	1392	387	unreviewed
Q81XS4	Q81XS4	Q81XS4_BACAN	Bacillus anthracis	1392	208	unreviewed
A0A0F7R4Q5	Q81XF7	A0A0F7R4Q5_BACAN	Bacillus anthracis	1392	563	unreviewed
A0A1J9V4P0	Q81V40	A0A1J9V4P0_BACAN	Bacillus anthracis	1392	152	unreviewed
A0A0F7RFZ2	Q81S25	A0A0F7RFZ2_BACAN	Bacillus anthracis	1392	420	unreviewed
A0A0F7RJZ7	Q81SZ5	A0A0F7RJZ7_BACAN	Bacillus anthracis	1392	591	unreviewed
A0A0F7RHX8	Q81Z55	A0A0F7RHX8_BACAN	Bacillus anthracis	1392	138	unreviewed
Q81M47	Q81M47	Q81M47_BACAN	Bacillus anthracis	1392	450	unreviewed
A0A0F7RJI3	Q81YW6	A0A0F7RJI3_BACAN	Bacillus anthracis	1392	376	unreviewed
A0A0F7R3M8	Q81JN0	A0A0F7R3M8_BACAN	Bacillus anthracis	1392	433	unreviewed
A0A0F7RI91	Q81RG1	A0A0F7RI91_BACAN	Bacillus anthracis	1392	140	unreviewed
A0A0F7RMR7	Q81UL4	A0A0F7RMR7_BACAN	Bacillus anthracis	1392	586	unreviewed
A0A0F7RFH0	Q81TH0	A0A0F7RFH0_BACAN	Bacillus anthracis	1392	275	unreviewed
A0A0F7RAW7	Q81X81	A0A0F7RAW7_BACAN	Bacillus anthracis	1392	326	unreviewed
A0A0F7RFB5	Q81XY5	A0A0F7RFB5_BACAN	Bacillus anthracis	1392	109	unreviewed
Q81R24	Q81R24	Q81R24_BACAN	Bacillus anthracis	1392	485	unreviewed
A0A0J1I2E5	Q81JF8	A0A0J1I2E5_BACAN	Bacillus anthracis	1392	256	unreviewed
A0A0F7RJ45	Q81V68	A0A0F7RJ45_BACAN	Bacillus anthracis	1392	553	unreviewed
Q81NP6	Q81NP6	Q81NP6_BACAN	Bacillus anthracis	1392	284	unreviewed
Q81VA8	Q81VA8	Q81VA8_BACAN	Bacillus anthracis	1392	978	unreviewed
Q81XR7	Q81XR7	Q81XR7_BACAN	Bacillus anthracis	1392	295	unreviewed
A0A0F7RMG0	Q81YS7	A0A0F7RMG0_BACAN	Bacillus anthracis	1392	965	unreviewed
A0A0F7RAS7	Q81KL4	A0A0F7RAS7_BACAN	Bacillus anthracis	1392	374	unreviewed
Q81K14	Q81K14	Q81K14_BACAN	Bacillus anthracis	1392	339	unreviewed
A0A0F7RGX0	Q81SQ9	A0A0F7RGX0_BACAN	Bacillus anthracis	1392	505	unreviewed
A0A1S0QZ90	Q81VQ8	A0A1S0QZ90_BACAN	Bacillus anthracis	1392	248	unreviewed
Q81MA4	Q81MA4	Q81MA4_BACAN	Bacillus anthracis	1392	774	unreviewed
Q81XG9	Q81XG9	Q81XG9_BACAN	Bacillus anthracis	1392	350	unreviewed
Q81TX4	Q81TX4	Q81TX4_BACAN	Bacillus anthracis	1392	223	unreviewed
A0A0F7RKJ4	Q81S17	A0A0F7RKJ4_BACAN	Bacillus anthracis	1392	504	unreviewed
A0A0F7RCX3	Q81MT6	A0A0F7RCX3_BACAN	Bacillus anthracis	1392	1148	unreviewed
Q81XC3	Q81XC3	Q81XC3_BACAN	Bacillus anthracis	1392	500	unreviewed
A0A0F7RDJ6	Q81W74	A0A0F7RDJ6_BACAN	Bacillus anthracis	1392	168	unreviewed
Q81X15	Q81X15	Q81X15_BACAN	Bacillus anthracis	1392	441	unreviewed
Q81SN0	Q81SN0	Q81SN0_BACAN	Bacillus anthracis	1392	5017	unreviewed
A0A0J1HL76	Q81XI0	A0A0J1HL76_BACAN	Bacillus anthracis	1392	252	unreviewed
A0A0F7RIW4	Q81S78	A0A0F7RIW4_BACAN	Bacillus anthracis	1392	368	unreviewed
Q81S47	Q81S47	Q81S47_BACAN	Bacillus anthracis	1392	403	unreviewed
A0A0F7RL10	Q81SM8	A0A0F7RL10_BACAN	Bacillus anthracis	1392	186	unreviewed
Q6KM77	Q6KM77	Q6KM77_BACAN	Bacillus anthracis	1392	727	unreviewed
A0A1S0QS99	Q81Y80	A0A1S0QS99_BACAN	Bacillus anthracis	1392	907	unreviewed
A0A0F7RHL4	Q81TH3	A0A0F7RHL4_BACAN	Bacillus anthracis	1392	730	unreviewed
Q81NA2	Q81NA2	Q81NA2_BACAN	Bacillus anthracis	1392	776	unreviewed
A0A0F7RCE9	Q81QY8	A0A0F7RCE9_BACAN	Bacillus anthracis	1392	178	unreviewed
A0A0F7RA44	Q81XV4	A0A0F7RA44_BACAN	Bacillus anthracis	1392	259	unreviewed
Q81UF0	Q81UF0	Q81UF0_BACAN	Bacillus anthracis	1392	843	unreviewed
A0A0F7REU6	Q81N09	A0A0F7REU6_BACAN	Bacillus anthracis	1392	376	unreviewed
A0A0F7RKN4	Q81S67	A0A0F7RKN4_BACAN	Bacillus anthracis	1392	1064	unreviewed
Q81NZ1	Q81NZ1	Q81NZ1_BACAN	Bacillus anthracis	1392	459	unreviewed
Q81S44	Q81S44	Q81S44_BACAN	Bacillus anthracis	1392	265	unreviewed
Q81P31	Q81P31	Q81P31_BACAN	Bacillus anthracis	1392	406	unreviewed
Q81M89	Q81M89	Q81M89_BACAN	Bacillus anthracis	1392	51	unreviewed
A0A0F7RCB3	Q81KQ7	A0A0F7RCB3_BACAN	Bacillus anthracis	1392	371	unreviewed
Q81VL6	Q81VL6	Q81VL6_BACAN	Bacillus anthracis	1392	573	unreviewed
Q81ZD5	Q81ZD5	Q81ZD5_BACAN	Bacillus anthracis	1392	329	unreviewed
Q81LK4	Q81LK4	Q81LK4_BACAN	Bacillus anthracis	1392	351	unreviewed
Q81M57	Q81M57	Q81M57_BACAN	Bacillus anthracis	1392	579	unreviewed
A0A0F7RMU4	Q81UM4	A0A0F7RMU4_BACAN	Bacillus anthracis	1392	418	unreviewed
Q81SA4	Q81SA4	Q81SA4_BACAN	Bacillus anthracis	1392	325	unreviewed
A0A0F7RA51	Q81XP1	A0A0F7RA51_BACAN	Bacillus anthracis	1392	254	unreviewed
A0A0J1HL81	Q81XI5	A0A0J1HL81_BACAN	Bacillus anthracis	1392	279	unreviewed
A0A0F7RHZ0	Q81QN4	A0A0F7RHZ0_BACAN	Bacillus anthracis	1392	639	unreviewed
A0A0F7R924	Q81JV4	A0A0F7R924_BACAN	Bacillus anthracis	1392	703	unreviewed
A0A0F7RFH4	Q81TH9	A0A0F7RFH4_BACAN	Bacillus anthracis	1392	455	unreviewed
A0A0F7RLC1	Q81U80	A0A0F7RLC1_BACAN	Bacillus anthracis	1392	331	unreviewed
Q81XD7	Q81XD7	Q81XD7_BACAN	Bacillus anthracis	1392	212	unreviewed
A0A0F7RE19	Q81Y62	A0A0F7RE19_BACAN	Bacillus anthracis	1392	510	unreviewed
A0A0F7RLM0	Q81UM5	A0A0F7RLM0_BACAN	Bacillus anthracis	1392	579	unreviewed
A0A0F7R5T2	Q81KZ8	A0A0F7R5T2_BACAN	Bacillus anthracis	1392	157	unreviewed
A0A1Q4M732	Q81ML5	A0A1Q4M732_BACAN	Bacillus anthracis	1392	366	unreviewed
A0A0F7RF35	Q81RB5	A0A0F7RF35_BACAN	Bacillus anthracis	1392	429	unreviewed
A0A0F7RMQ9	Q81UJ6	A0A0F7RMQ9_BACAN	Bacillus anthracis	1392	348	unreviewed
A0A0F7RG61	Q81MZ1	A0A0F7RG61_BACAN	Bacillus anthracis	1392	513	unreviewed
A0A0J1HY61	Q81LT2	A0A0J1HY61_BACAN	Bacillus anthracis	1392	319	unreviewed
Q81VU9	Q81VU9	Q81VU9_BACAN	Bacillus anthracis	1392	247	unreviewed
A0A0F7RDV9	Q81Q87	A0A0F7RDV9_BACAN	Bacillus anthracis	1392	322	unreviewed
Q81Z04	Q81Z04	Q81Z04_BACAN	Bacillus anthracis	1392	109	unreviewed
